fid,name,type,addr1,addr2,zip,lon,lan,tel,city,gugun,createDate,erdsgn,upDate
159,가톨릭상지대학교 뒤 영남산등산로정자,간이운동장,경상북도 안동시 율세동 산104,,36685,128.7378489,36.56932802,054-840-4702,경상북도,안동시,20230807,N,2025-06-24
160,가평1리 마을회관 앞,간이운동장,경상북도 봉화군 물야면 가평리 247-3 가평1리회관,,36205,128.7353411,36.94655838,054-679-5112,경상북도,봉화군,20201207,N,2025-06-23
161,가평2리 서리쉼터 앞,간이운동장,경상북도 봉화군 물야면 가평리 109-2,,36205,128.7395414,36.95916982,054-679-5113,경상북도,봉화군,20200522,N,2025-06-23
162,가평생활체육공원축구장,축구장,경기도 가평군 가평읍 문화로 131,,12416,127.5069573,37.82542345,,경기도,가평군,20161231,N,2024-10-31
163,가평실내체육관,구기체육관,경기도 가평군 가평읍 문화로 131,,12416,127.5069672,37.82354944,031-8078-8083,경기도,가평군,19990101,N,2025-06-28
164,가평썰매장,기타시설,경기도 가평군 상면 덕현리 157-3 가평눈썰매장,,12446,127.4024036,37.75548401,031-580-2147,경기도,가평군,20161107,N,2024-10-31
165,가평조종국민체육센터(조종국민체육센터),생활체육관,경기도 가평군 조종면 현리 420-12 조종국민체육센터,,12438,127.3522008,37.81840762,031-8078-8091,경기도,가평군,19990123,N,2025-06-28
166,가평종합운동장,육상경기장,경기도 가평군 가평읍 문화로 131,,12416,127.506811,37.82529795,031-8078-8047,경기도,가평군,20161231,N,2025-06-28
167,가평테니스장,테니스장,경기도 가평군 가평읍 문화로 131,,12416,127.5039072,37.825878,031-8078-8087,경기도,가평군,19990101,N,2025-06-28
168,가포체육시설 배드민턴장,기타시설,경상남도 창원시 마산합포구 가포동 508-55,,51755,128.5600667,35.16775332,055-220-4063,경상남도,창원시,20140101,N,2025-06-28
169,가포체육시설 테니스장,테니스장,경상남도 창원시 마산합포구 가포동 508-55,,51755,128.5600667,35.16775332,055-220-4063,경상남도,창원시,20140101,N,2025-06-28
170,가학동 484 주변,간이운동장,경기도 광명시 가학로15번길 2 (가학동),,14341,126.8514689,37.41730797,02-2680-2154,경기도,광명시,20080101,N,2025-06-18
171,가학마을 운동기구,간이운동장,전라남도 해남군 계곡면 가학리 95 가학리회관,,59017,126.595771,34.65361638,,전라남도,해남군,19000101,N,2024-12-13
172,가현동게이트볼장,간이운동장,,,26314,127.939034,37.39428979,,강원특별자치도,원주시,20170221,N,2024-10-31
173,가현동경로당운동기구,간이운동장,,,26333,127.9317033,37.39177816,,강원특별자치도,원주시,20170221,N,2024-10-31
174,가현약수터,간이운동장,인천광역시 서구 검단로529번길 14 (마전동),마전동 산49임,22611,126.6617997,37.60508605,032-560-4132,인천광역시,서구,20161231,N,2024-10-31
175,가회보건지소게이트볼장,간이운동장,경상남도 합천군 가회면 덕촌리 273-2 가회 게이트볼구장,가회보건지소게이트볼장,50226,128.0347754,35.43655619,055-930-4587,경상남도,합천군,20161231,N,2025-06-17
176,가회현대 102동 옆 옹벽 뒷편,간이운동장,충청북도 옥천군 옥천읍 가화3길 10-8,,29034,127.5618374,36.30468188,,충청북도,옥천군,20090103,N,2024-10-31
177,가흥1동 강변2차아파트 그린세탁소 앞,간이운동장,경상북도 영주시 가흥동 319 현대2차강변아파트,,36134,128.6128897,36.81504644,054-639-3813,경상북도,영주시,20150716,N,2025-06-30
178,가흥1동 강변2차아파트 그린세탁소앞,간이운동장,경상북도 영주시 가흥동 319 현대2차강변아파트,102동 단지내,36134,128.6128897,36.81504644,054-639-7956,경상북도,영주시,20150716,N,2024-10-31
179,가흥1동 강변아파트,간이운동장,경상북도 영주시 가흥동 335-3 현대2차강변아파트,,36134,128.6135492,36.81507353,054-639-7956,경상북도,영주시,20200219,N,2024-10-31
180,가흥1동 강변아파트 앞 도로변(2),간이운동장,경상북도 영주시 가흥동 345,가흥동 1389,36134,128.6136851,36.81620174,054-639-3813,경상북도,영주시,20211123,N,2025-06-30
181,가흥1동 경찰서 뒷산(1),간이운동장,경상북도 영주시 가흥동 356,가흥동 산 40-1,36134,128.6128046,36.81752231,054-639-3813,경상북도,영주시,20160627,N,2025-06-30
182,가흥1동 경찰서 뒷산(2),간이운동장,경상북도 영주시 가흥동 356,가흥동 산 40-1,36134,128.6125297,36.81744206,054-639-3813,경상북도,영주시,19970415,N,2025-06-30
183,가흥1동 경찰서 뒷산(3),간이운동장,경상북도 영주시 가흥동 356,가흥동 산 40-1,36134,128.6113857,36.81808918,054-639-3813,경상북도,영주시,20210806,N,2025-06-30
184,가흥1동 구 복싱장 옆 놀이터,간이운동장,경상북도 영주시 가흥동 1451-17,놀이터,36105,128.6173387,36.81622579,054-639-7956,경상북도,영주시,20090616,N,2024-10-31
185,가흥1동 문정회관,간이운동장,경상북도 영주시 문정동 209-28,,36141,128.6024484,36.80270683,054-639-3813,경상북도,영주시,20120119,N,2025-06-30
186,가흥1동 서천시민공원,간이운동장,경상북도 영주시 가흥동 1381-509 황토못메기,외정황토못메기 앞,36124,128.6210375,36.8128561,054-639-7956,경상북도,영주시,20120627,N,2024-10-31
187,가흥1동 제민루(1),간이운동장,경상북도 영주시 가흥동 9-8,제민루 뒷산,36099,128.6167696,36.82092238,054-639-7956,경상북도,영주시,19950830,N,2024-10-31
188,가흥1동 제민루(2),간이운동장,경상북도 영주시 가흥동 9-8,제민루 뒷산,36099,128.6167696,36.82092238,054-639-7956,경상북도,영주시,20200219,N,2024-10-31
189,가흥1동 제민루(3),간이운동장,경상북도 영주시 가흥동 9-8,제민루 뒷산,36099,128.6167696,36.82092238,054-639-7956,경상북도,영주시,20200219,N,2024-10-31
190,가흥1동 탁구전용 구장(2),간이운동장,경상북도 영주시 가흥동 111-3,서천 뚝방,36101,128.6161054,36.814491,054-639-7956,경상북도,영주시,20191122,N,2024-10-31
191,가흥1동 탁구전용구장(1),간이운동장,경상북도 영주시 가흥동 111-3,서천 뚝방,36101,128.6161054,36.814491,054-639-7956,경상북도,영주시,20151026,N,2024-10-31
192,가흥1동 한절마 뒤산(1),간이운동장,경상북도 영주시 가흥동 356,한절마 뒷산,36134,128.6114996,36.81822603,054-639-7956,경상북도,영주시,19970415,N,2024-10-31
193,가흥1동 한절마 뒷산,간이운동장,경상북도 영주시 가흥동 356,한절마 뒷산,36134,128.6114996,36.81822603,054-639-7956,경상북도,영주시,20160627,N,2024-10-31
194,가흥2동 10통 아지동 야영장,간이운동장,경상북도 영주시 아지동 147-2,,36054,128.6014175,36.86291526,054-639-3813,경상북도,영주시,19921226,N,2025-06-30
195,가흥2동 1통 마을회관,간이운동장,경상북도 영주시 고현동 260 고현1통마을회관,,36053,128.6174032,36.84015565,054-639-3813,경상북도,영주시,20120627,N,2025-06-30
196,가흥2동 4통 마을회관,간이운동장,경상북도 영주시 창진동 187-49,,36055,128.5990154,36.84234701,054-639-3813,경상북도,영주시,20130623,N,2025-06-30
197,가흥2동 8통 경로당 앞,간이운동장,경상북도 영주시 가흥동 642-7,,36057,128.6048854,36.82991689,054-639-3813,경상북도,영주시,20110408,N,2025-06-30
198,가흥2동 고현동 자전거 공원,간이운동장,경상북도 영주시 고현동 158-8,,36053,128.607768,36.84733719,054-639-3813,경상북도,영주시,20200325,N,2025-06-30
199,가흥2동 명성빌리지 딱다레미 경로당,간이운동장,경상북도 영주시 가흥동 544-6 명성빌리지1차,,36056,128.607401,36.83593767,054-639-3813,경상북도,영주시,20090617,N,2025-06-30
200,가흥2동 상고현경로당(1),간이운동장,경상북도 영주시 고현동 149-7,,36053,128.6114349,36.84591665,054-639-3813,경상북도,영주시,20180521,N,2025-06-30
201,가흥2동 시영아파트 101동 옆,간이운동장,경상북도 영주시 가흥동 530 시영아파트,,36056,128.6102908,36.83562105,054-639-3813,경상북도,영주시,20150813,N,2025-06-30
202,가흥2동 시영아파트 시영마트 건너편,간이운동장,경상북도 영주시 가흥동 530 시영아파트,,36056,128.6102908,36.83562105,054-639-3813,경상북도,영주시,20150708,N,2025-06-30
203,가흥2동 시영아파트 시영마트 건너편(2),간이운동장,경상북도 영주시 가흥동 530 시영아파트,,36056,128.6102908,36.83562105,054-639-3813,경상북도,영주시,20150708,N,2025-02-12
204,가흥2동 제일고 뒷산,간이운동장,경상북도 영주시 가흥동 산2-2,황가네오리 옆 산책로,36056,128.6073563,36.83230542,054-639-3813,경상북도,영주시,19960628,N,2025-06-30
205,가흥2동 주공3단지 301동 앞(1),간이운동장,경상북도 영주시 가흥동 1488 영주가흥3단지,,36057,128.6109941,36.82661226,054-639-3813,경상북도,영주시,20160526,N,2025-06-30
206,가흥2동 주공3단지 305동 앞 어린이놀이터,간이운동장,경상북도 영주시 가흥동 1488 영주가흥3단지,,36057,128.6109941,36.82661226,054-639-3813,경상북도,영주시,20171127,N,2025-06-30
207,가흥2동 필두놀이터(1),간이운동장,경상북도 영주시 상줄동 110,,36060,128.5861297,36.8315634,054-639-3813,경상북도,영주시,20090617,N,2024-10-31
208,가흥2동 현대아파트 경로당 옆,간이운동장,경상북도 영주시 가흥동 520-3 현대아파트,,36056,128.6107647,36.83427393,054-639-3813,경상북도,영주시,20090618,N,2025-06-30
209,각곡마을 쉼터,간이운동장,경상남도 합천군 초계면 택리 153 각곡마을회관,,50245,128.2400505,35.54722693,055-930-4357,경상남도,합천군,20180405,N,2024-10-31
210,각골체육관,구기체육관,경기도 안산시 상록구 본오동  728 각골체육관,,15557,126.8751994,37.29258271,,경기도,안산시,20161107,N,2025-06-20
211,각골테니스장,테니스장,경기도 안산시 상록구 본오동 728 각골체육관,,15557,126.8751977,37.29258118,031-481-2151,경기도,안산시,19930101,N,2025-06-24
212,각남면 구곡2길 11 마을체육시설,간이운동장,경상북도 청도군 각남면 구곡리 96-2 구곡노인회관,,38321,128.672572,35.63916242,054-370-2472,경상북도,청도군,20220406,N,2025-06-27
213,각남면 사2리(한송마을) 마을체육시설,간이운동장,경상북도 청도군 각남면 사리 128-16,,38322,128.6930742,35.60556956,054-370-2472,경상북도,청도군,20191005,N,2024-10-31
214,각남면 예리리 930-4 마을체육시설,간이운동장,경상북도 청도군 각남면 예리리 930-4 예리2리경로당,,38321,128.661653,35.63699263,054-370-2472,경상북도,청도군,20230323,N,2025-06-27
215,각남면 옥산1길 12 마을체육시설,간이운동장,경상북도 청도군 각남면 옥산리 147 옥산경로회관,,38320,128.633701,35.61461058,054-370-2472,경상북도,청도군,20220304,N,2024-10-31
216,각남면 옥산1리(경로당)마을체육시설,간이운동장,경상북도 청도군 각남면 옥산리 143,,38320,128.6339918,35.61478074,054-370-2472,경상북도,청도군,20180307,N,2025-06-27
217,각남면 옥산1리(오리밭) 마을체육시설,간이운동장,경상북도 청도군 각남면 옥산리 685-3,,38320,128.6247804,35.61616338,054-370-2472,경상북도,청도군,20191126,N,2025-06-27
218,각남면 옥산1리(옥척)마을체육시설,간이운동장,경상북도 청도군 각남면 옥산리 569,,38320,128.6284496,35.61968248,054-370-2472,경상북도,청도군,20150612,N,2025-06-27
219,각남면 칠성길 144 마을체육시설,간이운동장,경상북도 청도군 각남면 칠성리 942-3 칠성2리경로회관,,38321,128.6890288,35.64116914,054-370-2472,경상북도,청도군,20220304,N,2025-06-27
220,각남면 칠성리 72-5(뚝방길) 마을체육시설,간이운동장,경상북도 청도군 각남면 칠성리 1-1,칠성리 72-5,38321,128.6965303,35.65929511,054-370-2472,경상북도,청도군,20200626,N,2025-06-27
221,각남면 하사길 65-6 마을체육시설,간이운동장,경상북도 청도군 각남면 사리 1027,,38322,128.6553202,35.62082224,054-370-2472,경상북도,청도군,20210325,N,2025-06-27
222,각남면 한재로 788-3(한송마을) 마을체육시설,간이운동장,경상북도 청도군 각남면 사리 128-16,,38322,128.6931791,35.60558746,054-370-2472,경상북도,청도군,20200626,N,2025-06-27
223,각남면 화리 동네체육시설,간이운동장,경상북도 청도군 각남면 화리 354-1 화리경로회관,,38321,128.6817911,35.6415507,054-370-2472,경상북도,청도군,20050101,N,2025-06-27
224,각남면농어촌복합체육시설,생활체육관,경상북도 청도군 각남면 예리리 396 복합체육시설,각남면복합체육시설,38321,128.659242,35.64317921,054-370-2472,경상북도,청도군,20100716,N,2025-06-27
225,각동리 체육시설,간이운동장,,,26245,128.5296689,37.11404148,033-370-2152,강원특별자치도,영월군,20161231,N,2024-10-31
226,각리 동네체육시설,간이운동장,충청북도 청주시 청원구 오창읍 각리 59-4,,28131,127.438235,36.70798384,043-201-8976,충청북도,청주시,20191218,N,2025-02-13
227,각북면 금천리 금천회관 마을체육시설,간이운동장,경상북도 청도군 각북면 금천리 162-1 금천리경로회관,,38301,128.5796056,35.7201288,054-370-2528,경상북도,청도군,20200228,N,2025-06-12
228,각북면 금천리 송내회관 마을체육시설,간이운동장,경상북도 청도군 각북면 금천리 458-1 송내리경로회관,,38301,128.5735967,35.72229103,054-370-2528,경상북도,청도군,20200228,N,2025-06-12
229,각북면 낙산3길 11 (남산3리 할머니 경로당)마을체육시설,간이운동장,경상북도 청도군 각북면 남산리 1111,,38302,128.5682069,35.69609549,054-370-2528,경상북도,청도군,20200528,N,2025-06-12
230,각북면 남산1리 마을회관 마을체육시설,간이운동장,경상북도 청도군 각북면 남산리 289-19 남산1리경로회관,,38302,128.5897959,35.68860874,054-370-2528,경상북도,청도군,20190510,N,2025-06-12
231,각북면 남산2길 21 마을체육시설,간이운동장,경상북도 청도군 각북면 남산리 656-1 남산2리노인회관,,38302,128.5820376,35.69314518,054-370-2528,경상북도,청도군,20210325,N,2025-06-12
232,각북면 덕촌1리 마을체육시설,간이운동장,경상북도 청도군 각북면 덕촌리 1143-11,,38302,128.596913,35.69764154,054-370-2528,경상북도,청도군,20070101,N,2025-06-12
233,각북면 덕촌2리 덕산초 옆 마을체육시설,간이운동장,경상북도 청도군 각북면 덕촌리 553-1 덕산초등학교,,38302,128.5834448,35.70550827,054-370-2528,경상북도,청도군,20200228,N,2024-10-31
