fid,name,type,zip,addr1,addr2,lon,lat,tel,city,gugun,date
169,2-1생활권 다정동복합커뮤니티센터,생활체육관,30123,세종특별자치시 다정동 929 다정동 복합커뮤니티센터,,127.2503429,36.49452387,044-301-7121,세종특별자치시,세종시,20200425
170,2-2생활권(새롬동),생활체육관,30127,세종특별자치시 새롬동 575 새롬동복합커뮤니티센터,2층 체육관,127.2518756,36.48522953,044-301-6819,세종특별자치시,세종시,20180516
171,2-4생활권(나성동) 복컴,생활체육관,30128,세종특별자치시 나성동 850,3층 다목적체육관,127.2642608,36.48907159,044-301-7615,세종특별자치시,세종시,20221130
172,2.간이공원,간이운동장,10446,경기도 고양시 일산동구 백석동 1269,,126.7880046,37.64615882,031-8075-6262,경기도,고양시,20180131
173,2.일산2동 동네체육시설,간이운동장,10354,일산동 1673-4,,126.7765955,37.68280042,031-8075-7442,경기도,고양시,20050701
174,2.효현동 경로당 공터,간이운동장,38065,경상북도 경주시 효현동 870,,129.1567072,35.82789267,054-779-8422,경상북도,경주시,20130101
175,20. 월천경로당 앞,간이운동장,38216,경상북도 경주시 양남면 효동리 839-3,,129.3887732,35.72140447,054-779-8172,경상북도,경주시,20230209
176,20. 파란하늘어린이공원(조형폰드 앞),간이운동장,,경기 양주시 옥정동 1081-3,조형폰드 앞,127.0981335,37.81562038,031-8082-7190,경기도,양주시,19990101
177,20.덕이3통 동네체육시설,간이운동장,,경기 고양시 일산서구 덕이동 598-5,,126.7459734,37.69728017,031-8075-7443,경기도,고양시,20180530
178,20.두루미공원,간이운동장,10359,경기도 고양시 일산동구 정발산동 1159 저동경로당,,126.7761671,37.67142927,031-8075-6262,경기도,고양시,20180131
179,20.충효6 어린이공원 내,간이운동장,38057,경상북도 경주시 충효동 1414,충효동 1860-4,129.1644845,35.84899173,054-779-8422,경상북도,경주시,20201123
180,21. 닥밭공원,간이운동장,10362,경기도 고양시 일산동구 정발산동 698 닥밭경로당,,126.7725066,37.667494,031-8075-6262,경기도,고양시,20180131
181,21. 신서리 마을회관 앞 공터,간이운동장,38221,경상북도 경주시 양남면 신서리 471-1,,129.4354617,35.66694502,054-779-8172,경상북도,경주시,20221201
182,21. 천보어린이공원(천보초등교 앞),간이운동장,,경기 양주시 옥정동 1014-1,천보초등교 앞,127.0942896,37.83323991,031-8082-7316,경기도,양주시,19990101
183,21.송산13통 마을회관 동네체육시설,간이운동장,10202,경기도 고양시 일산서구 구산동 1592-2,,126.6835848,37.68191848,031-8075-7443,경기도,고양시,20190624
184,21.충효어린이공원(선관위 옆),간이운동장,,경북 경주시 충효동 2968-2,충효동 2968-2,129.1840552,35.84435629,054-779-8422,경상북도,경주시,20201123
185,22. 율정어린이공원(자연나음 발전자전거 뒤편,간이운동장,,경기 양주시 옥정동 998-1,자연나음 발전자전거 뒤편,127.0937109,37.83658616,031-8082-7316,경기도,양주시,19990101
186,22. 지경방파제 앞 공원,간이운동장,38220,경상북도 경주시 양남면 수렴리 564,,129.4493449,35.65177329,054-779-8172,경상북도,경주시,20230531
187,22.경로당공터(장매안길 27-2),간이운동장,38064,경상북도 경주시 서악동 1441-5,,129.1927411,35.81450898,054-779-8422,경상북도,경주시,20201123
188,22.송산12통 마을회관 동네체육시설,간이운동장,10202,경기도 고양시 일산서구 구산동 1170-2,,126.7036398,37.68164236,031-8075-7443,경기도,고양시,20210618
189,22호근린공원,간이운동장,,서울특별시 관악구 신원동,,126.927083,37.482544,031-481-2470,서울특별시,관악구,20161231
190,23. 구만마을 소공원,간이운동장,38216,경상북도 경주시 양남면 환서리 967,,129.4419455,35.70271504,054-779-8172,경상북도,경주시,20240315
191,23. 노하마을 정자(노하길 17),간이운동장,38064,경상북도 경주시 서악동 963-1,,129.1901459,35.82382688,054-779-8422,경상북도,경주시,20210524
192,23.덕이4통마을회관 동네체육시설,간이운동장,10212,경기도 고양시 일산서구 덕이동 1000-6,,0,0,031-909-9000,경기도,고양시,20220622
193,24. 선도동행정복지센터 주차장,간이운동장,38057,경상북도 경주시 충효동 544-3 선도동주민센터,,129.1748517,35.84361827,054-779-8422,경상북도,경주시,20211217
194,3.용천공원,간이운동장,410360,경기 고양시 일산동구 백석동 1348,,126.7833157,37.64228689,031-8075-6262,경기도,고양시,20180131
195,3.효현동 마을회관 공터,간이운동장,38064,경상북도 경주시 효현동 70-1 경주벼건조저장센터/솟티마을회관,,129.1855012,35.81498392,054-779-8422,경상북도,경주시,20130101
196,30.샘물어린이공원,간이운동장,10229,경기도 고양시 일산서구 덕이동 1525 샘물어린이공원 공중화장실,,126.7528028,37.70307893,031-8075-7263,경기도,고양시,20100101
197,267호 소공원,간이운동장,,경기 부천시 원미구 원미동 39-5,,126.7905178,37.50046539,032-340-0895,경기도,부천시,20180423
198,26사단 해와달마을 풋살장,간이운동장,11506,경기도 양주시 백석읍 방성리 93,방성리 산141-1,127.0071989,37.80087296,031-8082-5647,경기도,양주시,20190119
199,27. 농기계임대사업소 주변,간이운동장,38064,경상북도 경주시 서악동 1153,,129.1894001,35.82859433,054-779-8422,경상북도,경주시,20221219
200,27통,간이운동장,39588,경상북도 김천시 성내동 91-20,성내동 89-19 정자 옆,128.1204882,36.12119922,054-420-7928,경상북도,김천시,20200901
201,28.숯고개향나무어린이공원(318호),간이운동장,411320,경기 고양시 일산서구 탄현동 1639,숯고개향나무공원,126.7630101,37.69263823,031-8075-7263,경기도,고양시,20130101
202,28사단 태풍체육관,구기체육관,11425,경기도 양주시 은현면 봉암리 204-5,봉암리 199-1,127.0078372,37.91023404,031-8082-5647,경기도,양주시,20190128
203,29.탄현통나무어린이공원(321호),간이운동장,411320,경기 고양시 일산서구 탄현동 1637,탄현통나무어린이공원,126.7642036,37.69527822,031-8075-7263,경기도,고양시,20130101
204,2주공아파트 건녀편,간이운동장,210935,강원특별자치도 강릉시 입암동 40-1,,128.9155148,37.76525362,033-640-5986,강원특별자치도,강릉시,20180823
205,2통 중리마을 배암천 옆,간이운동장,,경북 경주시 동천동 735-1,,129.237207,35.85265406,054-779-8482,경상북도,경주시,20200316
206,3-1. 옥정생태숲공원(주공8단지801동 앞),간이운동장,,경기 양주시 고암동 594,,127.0778756,37.83479561,031-8082-7316,경기도,양주시,19990101
207,3-2. 옥정생태숲공원(주공8단지803동 앞),간이운동장,,경기 양주시 고암동 594-4,(주공8단지803동 앞),127.0766575,37.83215589,031-8082-7316,경기도,양주시,19990101
208,3-2생활권 보람동복합커뮤니티센터,생활체육관,30150,세종특별자치시 보람동 763 보람동주민센터,3층,127.2904649,36.47874677,044-301-6716,세종특별자치시,세종시,20161201
209,3.1공원,간이운동장,39180,경상북도 구미시 옥계동 629-2 늘푸른유치원,3.1,128.4145824,36.13919899,054-480-5588,경상북도,구미시,19000101
210,33통 체육시설(청구타운),간이운동장,,경북 영천시 야사동 350-10,청구타운 201동 옆,128.9385577,35.97580252,054-339-7062,경상북도,영천시,20190327
211,34통쉼터,간이운동장,740100,경북 김천시 성내동 162,34통쉼터,128.1225916,36.12111076,031-949-3347,경상북도,김천시,20110101
212,35호(양영) 어린이공원,간이운동장,463819,경기 성남시 분당구 서현동 317-1,양영어린이공원,127.1393403,37.37340698,031-7297-463,경기도,성남시,20180624
213,365세이프타운,축구장,26047,강원특별자치도 태백시 장성동 31-2 한국안전체험관,,129.025226,37.1025746,033-550-2300,강원특별자치도,태백시,20170101
214,365세이프타운 축구장,축구장,26047,강원특별자치도 태백시 장성동 31-2 한국안전체험관,,129.025226,37.1025746,033-550-2300,강원특별자치도,태백시,20170101
215,37통 거문들(삼락동 990-2),간이운동장,,경북 김천시 삼락동 990-2,,128.0774789,36.14224095,054-421-2375,경상북도,김천시,20220301
216,39호(장안) 어린이공원,간이운동장,,경기 성남시 분당구 분당동 89,경기도 성남시 분당동 89,127.1410874,37.37071265,031-729-7464,경기도,성남시,20181105
217,39호(장안) 어린이공원,간이운동장,463831,경기 성남시 분당구 분당동 89,장안어린이공원,127.1410874,37.37071265,031-7297-463,경기도,성남시,20180624
218,3동어린이공원(게이트볼장),전천후게이트볼장,456360,경기 안성시 당왕동 534-5,,127.2574255,37.01432054,031-678-6863,경기도,안성시,20130101
219,4-1. 꿈나래공원(물방울폰드 위),간이운동장,11473,경기도 양주시 옥정동 967-4,,127.0940898,37.81946743,031-8082-7316,경기도,양주시,19990101
220,4. 꿈나래공원(제12근린공원),간이운동장,,경기 양주시 옥정동 1054-3,,127.0906129,37.81400378,031-8082-7316,경기도,양주시,19990101
221,4. 꿈나래공원-2,간이운동장,,경기 양주시 옥정동 1082-1,,127.0966179,37.8138435,031-8082-7316,경기도,양주시,19990101
222,4. 꿈나래공원-3,간이운동장,,경기 양주시 옥정동 1082-1,,127.0966179,37.8138435,031-8082-7316,경기도,양주시,19990101
223,4. 꿈나래공원-4,간이운동장,,경기 양주시 옥정동 1097-1,,127.0949204,37.81227154,031-8082-7318,경기도,양주시,19000101
224,4. 꿈나래공원-5,간이운동장,,경기 양주시 옥정동 1097-1,,127.0949204,37.81227154,031-8082-7316,경기도,양주시,19990101
225,4. 꿈나래공원-5,간이운동장,,경기 양주시 옥정동 1097-1,,127.0949204,37.81227154,031-8082-7318,경기도,양주시,19000101
226,4.농기계임대사업소 주변,간이운동장,38064,경상북도 경주시 서악동 1153 경주직업전문학교,,129.1894001,35.82859433,054-779-8422,경상북도,경주시,20120101
227,4.청천공원,간이운동장,410360,경기 고양시 일산동구 백석동 1137,,126.7942911,37.6527291,031-8075-6262,경기도,고양시,20180131
228,42호(선지봉) 어린이공원,간이운동장,463876,경기 성남시 분당구 분당동 179,선지봉어린이공원,127.1413487,37.36556207,031-7297-463,경기도,성남시,20180624
229,43호(초림) 어린이공원,간이운동장,463020,경기 성남시 분당구 수내동 31,초림어린이공원,127.1176305,37.37535155,031-7297-463,경기도,성남시,20180624
230,43호(초림) 어린이공원,간이운동장,,경기 성남시 분당구 수내동 31,분당구 수내동 31,127.1176305,37.37535155,031-729-7464,경기도,성남시,20181105
231,48호(철쭉) 어린이공원,간이운동장,463833,경기 성남시 분당구 정자동 108,철쭉어린이공원,127.1222225,37.36641954,031-729-7463,경기도,성남시,20180624
232,49호(한솔) 어린이공원,간이운동장,463833,경기 성남시 분당구 정자동 114,한솔어린이공원,127.1169531,37.36662309,031-729-7463,경기도,성남시,20180624
233,4공단간이야구장,야구장,730410,경북 구미시 금전동 848,,128.4498181,36.13504277,054-480-2243,경상북도,구미시,20161231
234,4대대정문 동네체육시설,간이운동장,49274,부산광역시 서구 암남동 산87-1,,129.015676,35.06871759,051-240-4781,부산광역시,서구,20190411
235,4산업단지 근린공원 내 축구장,축구장,456844,경기 안성시 미양면 양변리 473,,127.2497761,36.95398238,031-678-6863,경기도,안성시,20190617
236,4산업단지공원(축구장),축구장,17604,경기도 안성시 미양면 양변리 473,,127.2499767,36.95343761,031-678-6867,경기도,안성시,20140101
237,4산업단지공원(풋살장),간이운동장,17604,경기도 안성시 미양면 양변리 473,,127.2499767,36.95343761,031-678-6868,경기도,안성시,20140101
238,4산업단지공원(풋살장),풋살장,17604,경기도 안성시 미양면 양변리 473,,127.2499767,36.95343761,031-678-6867,경기도,안성시,20140101
239,4통 체육시설,간이운동장,27407,충청북도 충주시 문화동 1769,,127.9264142,36.97095958,043-850-8396,충청북도,충주시,19990101
240,4통어린이놀이터,간이운동장,760270,경북 안동시 평화동 372-19,,128.7145094,36.57015631,054-840-4853,경상북도,안동시,20070101
241,5.6호약수터,간이운동장,,경기 과천시 문원동 산 46-5,,127.0034995,37.42118712,02-3677-2478,경기도,과천시,19940519
242,5.광명동 마을회관 공터,간이운동장,38056,경상북도 경주시 광명동 608-1 고란회관,,129.1402687,35.82922323,054-779-8422,경상북도,경주시,20150101
243,5.백송공원,간이운동장,410360,경기 고양시 일산동구 백석동 1189,,126.7892872,37.6510048,031-8075-6262,경기도,고양시,20180131
244,50+남부캠퍼스수영장,수영장,8350,서울특별시 구로구 천왕동 14-120 50플러스 남부캠퍼스,,126.841846,37.4884251,02-2066-1515,서울특별시,구로구,19990101
245,50호(느티) 어린이공원,간이운동장,,경기 성남시 분당구 정자동 91-1,,127.1117868,37.36627849,031-729-7464,경기도,성남시,20181105
246,50호(느티마을) 어린이공원,간이운동장,463010,경기 성남시 분당구 정자동 91-1,느티마을어린이공원,127.1117868,37.36627849,031-729-7463,경기도,성남시,20180624
247,52호(봉우재) 어린이공원,간이운동장,13612,경기도 성남시 분당구 정자동 145 신기경로당,,127.1127586,37.3608642,031-729-7463,경기도,성남시,20180624
248,52호(봉우재) 어린이공원,간이운동장,13612,경기도 성남시 분당구 정자동 145 신기경로당,장안어린이공원,127.1127586,37.3608642,031-729-7464,경기도,성남시,20181105
249,53호(정든) 어린이공원,간이운동장,463814,경기 성남시 분당구 정자동 196,정든어린이공원,127.1166066,37.36156687,031-729-7463,경기도,성남시,20180624
250,54호(불정) 어린이공원,간이운동장,463814,경기 성남시 분당구 정자동 204,불정어린이공원,127.1209188,37.36162742,031-729-7463,경기도,성남시,20180624
